文本;群体情绪;时间
珠海一男子驾车撞人致死当初大连斑马线撞死人已经成了我过马路的噩梦;0.00027190776500328234;2024-11-14 19:20:30
珠海一男子驾车撞人致死智能汽车能否不允许撞人，自动刹车;0.0002671656393935398;--------
珠海撞人事件不是央视报道根本没有一点消息我们看到的，都是想给我们看的，看不到的，永远找不到;-0.0002835458064058058;2024-11-13 20:13:24
珠海一男子驾车撞人致死？？怎么会这样，人员在密集也不能造成这么大的伤亡呐，可怕;0.00048497592243655066;--------
我的帖这么快就被删了，真是珠海一男子驾车撞人致死珠海警方通报一起重大恶性案件;-6.883160478053452e-05;2024-11-13 19:02:29
发布了头条文章：《医疗纠纷与公共安全：湖南省人民医院与珠海撞人事件的反思》长沙珠海警方通报一起重大恶性案件长安街知事湖南省政府门户网站红星新闻湖南省人民医院;0.00043478123349432004;--------
今年第二次与死神擦肩而过了中抓二次元珠海一男子驾车撞人致死天呐，昨天刚好从老家回来路过了珠海香洲，时间也是刚刚好，但昨天我迷迷糊糊也不知道发生了什么事，太累了脑子炸掉了不是很清醒，所以回来就休息了，刚刚才缓过来，就看到这个新闻了，简直惨绝人寰啊;0.005140079320823845;2024-11-13 20:37:27
珠海一男子驾车撞人致死天呐，昨天刚好从老家回来路过了珠海香洲，时间也是刚刚好，但昨天我迷迷糊糊也不知道发生了什么事，太累了脑子炸掉了不是很清醒，所以回来就休息了，刚刚才缓过来，就看到这个新闻了，简直惨绝人寰啊;0.003273411796094371;--------
珠海汽车撞人看了原视频好吓人;0.0003750894619005941;2024-11-13 18:38:46
珠海一男子驾车撞人致死股资本市场上次青岛那个开车撞人的事情处理结果如何？早点让股市痛痛快快涨到点，还会有这些烂事儿吗？;-0.00018319701201051938;--------
珠海一男子驾车撞人致死这么大的事故显然是主观恶性很强的，建议判处死刑立即执行;0.0002293063607206255;2024-11-14 11:04:02
珠海警方通报一起重大恶性案件刚刚看了车祸后的视频，太惨了，一跑道的人像被压路机压过去一样，密密麻麻的躺了一地。珠海一男子驾车撞人致死社会新闻;-0.0003815950944092553;--------
為無辜的死傷者祈禱玻璃朱城超话珠海一男子驾车撞人致死;-0.04038530768813792;2024-11-13 19:15:14
珠海一男子驾车撞人致死都不是“能躲就躲”的事了那些被乱撞死的人哪个不想躲，但遇到发疯报复社会的行为根本就躲不过。有时人真的活的很随机，尤其是经济下行出现社会骚乱的时候。;-0.00011433511117888533;--------
珠海越野车撞人今天晚上下班路上听到路上的叔叔在说这个开越野车撞人的事，没想到条人命就这样没了天刹的畜声你一百条命都不够赔条啊;0.00034665835130188636;2024-11-14 14:33:21
珠海一男子驾车撞人致死人死亡人受伤你拿什么赔;-2.1862048940226036e-05;2024-11-14 10:47:04
珠海一男子驾车撞人致死性质简直太恶劣了，可怜了这么多无辜的人;-0.0003693452841842828;2024-11-14 10:09:27
珠海一男子驾车撞人致死太可恶了一开始还以为是撞大巴车;4.4070115261405926e-05;2024-11-13 22:31:47
珠海一男子驾车撞人致死这个人渣害了这么多无辜的人破坏了多少家庭就是严惩了他，他一条贱命怎么能抵这些善良人们的命;0.0;2024-11-13 21:24:39
珠海一男子驾车撞人致死太可怕了，太恶劣了他一条命都不够偿的严惩;0.00011941825336837632;2024-11-13 18:07:22
珠海一男子驾车撞人致死和人前妻有什么关系？这人还家暴呢，同情他的人去给他撞一下就老实了;-2.6949129714073673e-06;--------
珠海撞人车辆;-0.006031309296595416;2024-11-13 17:43:32
珠海一男子驾车撞人致死人，会有多少个家庭因此支离破碎，这凶手太可恶了;1.1677262432708718e-05;2024-11-13 17:38:41
珠海一男子驾车撞人致死别给这种畜生找什么理由了这种人就是纯恶应该次;0.005195272525338032;2024-11-13 17:38:03
珠海一男子驾车撞人致死染色体真的很劣质;-0.0004880390569409143;2024-11-14 08:51:51
警方通报珠海重大恶性案件致死伤百姓与法制珠海撞人男子自残重伤救治中《警方通报珠海重大恶性案件：致死伤，嫌疑人自残后昏迷，仍在救治》来源：珠海公安编辑：丁丰林网页链接;-0.00045370885339216205;--------
珠海一男子驾车撞人致死这真是纯报复社会;-0.000956448076205357;2024-11-13 23:09:41
广东珠海发生驾车撞人重大恶性案件，致死伤珠海汽车撞人致死伤网页链接;5.595761120776004e-07;--------
珠海一男子驾车撞人致死我的父亲我的父亲被大货车撞成植物人，过去年了，肇事方至今逍遥法外，我们没有一点办法，而那些人根本不怕，出事以后也抓不到他们;0.0031038359981832254;2024-11-13 17:29:50
珠海一男子驾车撞人致死本来在听情歌一看到这则新闻瞬间不了爱国主义精神打败了恋爱脑立马跟闺蜜讨论了起来;6.445907978966316e-05;--------
珠海一男子驾车撞人致死我那几天也在珠海我朋友昨天还发给我，吓死了;0.0001140922817943134;2024-11-13 17:50:02
给怨气重的人点建议：是哪个人害你怨气重，你就找他一个人报复，要撞就撞那个人。别随便上大街上乱撞与你无冤无仇的正常人。每次看见这种都觉得太过离谱，真的很害怕自己哪天走在大街上会遇到珠海一男子驾车撞人致死;-6.819711583068455e-05;2024-11-13 17:09:34
生活手记珠海发生的撞人事件令人瞠目结舌。;0.00011605601782070821;2024-11-14 09:05:38
珠海汽车撞人我的天呀太可怕了吧，点赞为无辜的生命祈福，还有那些伤员，希望他们能挺过难关。希望这样的事以后都不要在发生了真的太可怕了;0.0007103768013274941;2024-11-13 17:14:29
珠海一男子驾车撞人致死现在人都疯了吗？？？？要不去消灭一些祸害也好啊;0.00032529831811895264;2024-11-13 19:33:48
戏精又开始表演了珠海汽车撞人珠海警方通报一起重大恶性案件;0.010519564746665398;2024-11-14 07:29:30
珠海一男子驾车撞人致死等等你说多少人？;8.594654980245422e-05;2024-11-14 21:05:28
珠海一男子驾车撞人致死真该死啊这么多家庭被这一个人害了;0.0003574263978967323;--------
这是事发的地点珠海市体育中心，外面围着不少市民，现场还有人送花，愿逝者安息珠海汽车撞人珠海警方通报一起重大恶性案件网页链接;-0.0040455632172909095;2024-11-13 16:58:05
珠海一男子驾车撞人致死条人命快上百个家庭这种人凌迟后必须要下十八层地狱受尽所有的苦难;0.0002651647833855954;--------
这个司机真该下地狱珠海一男子驾车撞人致死珠海警方通报一起重大恶性案件珠海汽车撞人细思极恐的奇闻的微博视频;-0.0002790888069646959;2024-11-13 20:53:53
珠海一男子驾车撞人致死突然想到台湾省拍的《我们与恶的距离》;0.00013624872909647886;--------
珠海人的伤痛尚未抚平，杭州又一个宝马撞人事件，说好的严防极端事件呢;-0.00045708287475785083;2024-11-14 13:20:26
珠海汽车撞人没记错的话，这应该是新中国成立以来，有报道的死亡人数最多的单起交通违法行为了。生命镇山猪哥的微博视频;-0.0010231852319957776;--------
珠海一男子驾车撞人致死他真别死死都便宜他;-0.0001013363022466296;2024-11-13 17:13:53
珠海一男子驾车撞人致死，这是昨天发生的事情，今天我们才知道。这要是换做其他的地方的话，我们的媒体或许新闻滚动跟踪报道一整天了。;0.0014234763519108892;2024-11-14 17:49:07
无论什么原因，报复社会，滥杀无辜，祸害百姓，无视生命，都是罪大恶极，严惩不贷，深查，问题很大珠海汽车撞人;0.0028308218210223103;--------
珠海汽车撞人这什么狗东西，你可以不喜欢“暴走团”，平时也可以批评，但不能说被撞死活该微博管理员;-0.003128391857580083;2024-11-14 09:36:47
珠海一男子驾车撞人致死条人命，个家庭啊;0.00011943210941432003;--------
老想到地铁伤人珠海撞人如果发生在我身边好像也什么都做不了;0.000291098809071087;2024-11-13 20:07:21
珠海一男子驾车撞人致死司机啊;0.00011506450370825548;2024-11-13 22:09:03
珠海一男子驾车撞人致死关他前妻什么事儿啊你要扯出来提一嘴？;0.003585231486946484;2024-11-13 22:54:44
珠海一男子驾车撞人致死珠海有没有什么组织献血的群聊啊蹲一个;-0.00013855028972483408;--------
珠海一男子驾车撞人致死夺少？你说夺少人？？？？？？？;-0.0001322036303821085;2024-11-13 22:54:50
珠海一男子驾车撞人致死不予显示;-0.0004147674501878835;--------
杭州宝马珠海那个男子驾车撞人致个人，然后又来一个杭州的？个人多么可怕的数据啊;-0.0009506033174063805;2024-11-14 07:08:15
珠海一男子驾车撞人致死这男的是不是情感出问题，跑出来报复社会了吓人啊;3.7715603001031513e-05;2024-11-13 22:54:59
珠海撞人事件，报复社会？啥心理？自己不痛快拉垫背？据说撞得是暴走团深刻汲取教训严防发生极端案件珠海警方通报一起重大恶性案件网页链接;0.0004140979240371141;--------
珠海一男子驾车撞人致死不是？个生命啊？;0.0002870079934317047;2024-11-13 23:57:36
珠海一男子驾车撞人致死就是个人渣，不想了解他经历过什么，望早判早杀。和这样的人渣共情的也是没人性的人渣，为他说半句话立马拉黑。;0.03555953291958765;2024-11-13 22:55:07
珠海車撞人死傷捐血站排長龍大量市民自發通宵排隊捐血原文網址珠海車撞人死傷捐血站排長龍大量市民自發通宵排隊捐血;0.0008184231335991853;--------
珠海撞人事件我的美食日记红五连文书的微博视频;0.00035810526422677094;2024-11-13 15:43:57
珠海一男子驾车撞人致死心理有问题就往自己身上多扎几刀好吗，出来祸害别人算什么，想起之前有个人在商区跳楼砸死两个无辜路人的事，亖也要拉个垫背的是吧，特别特别恶心;0.0004463447241086864;--------
珠海警方通报一起重大恶性案件珠海一男子驾车撞人致死直接造成人死亡人受伤，看了昨天的视频，惨不忍睹愿逝者安息;0.0008281057986387187;2024-11-14 15:01:57
珠海一男子驾车撞人致死越来越多报社人了珠海一个岁的老男人，开车撞亖个路人，撞伤四十多个人;0.00010708330161447982;2024-11-13 22:55:12
珠海一男子驾车撞人致死好恐怖这种人;-5.9716371418299805e-05;--------
珠海一男子驾车撞人致死牢底坐穿你害了多少家庭;0.00027867639995221403;2024-11-13 17:31:48
珠海汽车撞人哎，真是悲剧;-4.9648937586725106e-05;2024-11-13 15:09:07
这个司机真该下地狱珠海一男子驾车撞人致死珠海警方通报一起重大恶性案件傻子笙歌的微博视频;0.00012699331315359815;2024-11-13 15:49:55
严防发生极端案件珠海驾车撞人事件给我们敲响了警钟，一定要保证人民财产安全严惩造事凶手太惨了网页链接;0.0009420949432476401;2024-11-13 15:07:53
珠海一男子驾车撞人致死广东珠海驾车冲撞行人案，已造成人死亡、人重伤严防发生极端案件网页链接;0.0;2024-11-13 15:46:21
珠海一男子驾车撞人致死太难受了大家只是走运的他而已愿逝者安息;0.0006792534332749916;2024-11-13 14:56:58
今天忙着改东西，才上来就看到珠海撞人事件。这种丧心病狂的人和恐怖分子没有任何区别。想想当时的恐怖分子，也是无差别地攻击普通群众。;0.0003137497230777234;2024-11-15 14:25:01
珠海一男子驾车撞人致死好可怕;-4.5968958110509026e-05;2024-11-14 06:39:32
珠海一男子驾车撞人致死无论什么原因都是借口，伤害无辜百姓禽兽不如。;0.0019146978465406955;2024-11-13 20:48:47
珠海汽车撞人是什么原因？据中央广电总台中国之声消息：月日时分许，广东珠海发生一起驾车冲撞市民重大恶性案件。今天（日），珠海市公安局发布警情通报，案件致人死亡，人受伤，嫌疑人樊某（男，岁，离异）被当场控制。华闻之声责任编辑：胡宇春珠海身边事;0.00011616774013630729;--------
去年广州市区创人那个事，今年国庆上海沃尔玛砍十几人，校车撞人，珠海撞人，这两年怎么这么多恶性事件;-0.0001250019558574094;2024-11-13 15:05:22
珠海一男子驾车撞人致死的都该死;-0.00023056388151527577;2024-11-13 20:48:24
珠海一男子驾车撞人致死暴走团放音乐，声音太大听不到后面撞人的声音，来不及躲，所以死伤这么多人。;-0.0021201441192442586;2024-11-13 16:01:03
珠海一男子驾车撞人致死太恐怖了简直是天文数字十恶不赦;0.0012290085612961994;--------
珠海一男子驾车撞人致死开了什么车啊，感觉一般家庭车撞不了这么多人。太吓人了。恐怖分子。;-4.501298646916711e-05;2024-11-13 22:17:38
珠海警方通报一起重大恶性案件丧心病狂一想到这撞人的出生东西还在被抢救就感到难过，别让这出生死得太简单;-0.0017142553181395514;2024-11-13 18:09:07
我现在心情珠海一男子驾车撞人致死;-0.00022625347144196442;2024-11-13 17:36:52
珠海警方通报一起重大恶性案件珠海汽车撞人现在就已经死了个，住院的是否还会有人抢救无效死亡还不得知。就是因为自己的家庭矛盾报复社会，这种人必须严惩。;0.0014178602140765364;2024-11-14 08:24:22
珠海一男子驾车撞人致死纯出生求严惩和他离不离异有什么关系，我只知道因为他心情不好白白搭上了条无辜的生命;0.0012552846321467308;2024-11-14 07:19:47
珠海一男子驾车撞人致死真的很痛心，人啊怎么老是发生这种事，我记得上年快过年的时候那个广州宝马撞人也是，好害怕珠海;0.00010748656739072096;2024-11-14 12:59:19
珠海一男子驾车撞人致死窒息的世道，现在的人满脑子都是钱钱钱，居然因为对财产分配不满而报复社会，不会吧？不会吧;-1.7519779055806485e-05;2024-11-14 12:28:47
珠海一男子驾车撞人致死必须五马分尸，碎尸万段，凌迟才行。这比恐怖分子还恐怖，离婚就离婚，你他妈跑出来伤害无辜的人，这种就是渣男。;0.0004590203042330146;2024-11-14 11:28:51
珠海汽车撞人从速从严从重从速从严从重从速从严从重从速从严从重从速从严从重从速从严从重从速从严从重从速从严从重从速从严从重人死亡条鲜活的生命就这么没了人受伤人飞来横祸珠海一男子驾车撞人致死;0.0008240195321143267;2024-11-14 10:49:01
珠海一男子驾车撞人致死希望逝者安息;-0.0004074205781770136;2024-11-14 08:23:21
珠海一男子驾车撞人致死我离得近，我要去扔臭鸡蛋;-1.1806324575663877e-05;2024-11-14 13:30:35
珠海警方通报一起重大恶性案件哎，现在是怎么了呀？刚刚看到另外一个新闻，杭州那边也出现了撞车撞人的情况，真的是服了，这帮人报复社会，真的是不知道怎么想。再见爱人;0.0003226782256469454;2024-11-14 13:20:07
珠海一男子驾车撞人致死看完全程视频这司机是真的疯了啊;-0.0013151666436421571;2024-11-14 07:16:45
严防发生极端案件珠海汽车撞人珠海发生驾车冲撞市民重大恶性案件：人死亡人受伤小小同的微博视频;-0.0008940334042560112;2024-11-14 15:05:53
珠海汽车撞人真可怕这种人枪毙一百个来回都不解恨，这戾气怎么这么重啊;-4.5190767559808667e-05;2024-11-14 03:38:14
珠海警方通报一起重大恶性案件撞人的太可恶了，那些借着这事打拳打不论男女，都和撞人的一样可恶风气越来越差了;0.00033987489749461014;2024-11-14 01:33:04
珠海一男子驾车撞人致死看到这个真的吓人这是怎么了？报复社会吗？所以出门在外要眼观六路耳听八方;0.0018216930121927398;2024-11-14 16:02:37
珠海汽车撞人这种人就是反人类，自己生活出现不开心就拿别人出气，魔鬼在人间满门抄斩都不解恨以后必须诛九族这种事情就少很多了，家族都有个监督。;0.0006991660650377826;2024-11-14 15:11:28
珠海一男子驾车撞人致死冤有头债有主，你要是觉得被瞎几把判了就去找判的，我都还算你点草到位，不至于咒你十八层油锅现在嘛，呵呵;-0.000453960005071981;2024-11-14 12:59:32
珠海汽车撞人这是在广东的网友拍摄的，她看到很多民众来到献血站献血，珠海市民都非常的团结，血库现在已经充足珠海汽车撞人珠海一男子驾车撞人致死南归孤夷的微博视频;0.0013119798565019495;2024-11-14 11:38:00
珠海一男子驾车撞人致死本质上，任何为杀人犯洗地的，也是杀人犯。。。;0.025395960628084104;2024-11-14 11:37:38
珠海一男子驾车撞人致死非得是国家对不起他了才行是吧？非得是遭遇了社会不公才这样是吧？;0.03171674826638834;2024-11-14 11:10:27
珠海一男子驾车撞人致死条人命啊我的天，这人心理扭曲到极致了;0.0004781782247068826;2024-11-14 11:06:04
珠海一男子驾车撞人致死人死亡，人受伤，闻所未闻;-0.0004899864548043103;2024-11-14 11:00:09
珠海汽车撞人珠海日晚发生驾车冲撞市民重大恶性案件：人死亡，人受伤，岁嫌疑人被当场控制视界的微博视频;4.527776942648807e-05;2024-11-14 10:40:17
珠海一男子驾车撞人致死这个话题下打拳的无论男女或赛博生命都不咋正常虚空画靶子恰烂流量的迟早拉肚子;-4.3788166325680505e-06;2024-11-14 09:28:37
珠海一男子驾车撞人致死投诉这条微博的也是搞笑，不打拳都算饭圈了是吧，那好吧，再说一遍，在这种事故下带节奏打拳的，出门就遇泥头车;0.0037796574761273217;2024-11-14 09:13:30
珠海一男子驾车撞人致死好恶劣的人一定不能让他好鼠之前把他的头发一根根拔下来，用刀子一刀刀的割肉在伤口撒盐牙齿一颗一颗的扒光再做成人彘丢在化粪池里;0.009292404636901801;2024-11-14 07:57:47
初步调查，珠海驾车撞人嫌疑人樊某因为对离婚财产分割不满，而引发了这起恶性伤人事件。珠海警方通报一起重大恶性案件严惩驾车撞人者守护生命安全热门视频网页链接;-0.00027840576858659206;2024-11-14 07:40:16
珠海一男子驾车撞人致死本来就是个人渣，赌鬼，还这么多魔鬼共情洗地，只能说明网上坏人很多;-0.0006210476440994548;2024-11-14 06:26:19
珠海一男子驾车撞人致死这种极端行为，是不是要设置一人犯法，三代遭殃，这样会不会减少极端行为。;0.0016706076872807537;2024-11-14 03:53:54
严防发生极端案件珠海一男子驾车撞人致死防得住的话，得疏堵结合哲远优思的微博视频;0.001637448603584901;2024-11-14 00:10:48
珠海一男子驾车撞人致死明明是很严重社会问题，结果变了拳的擂台。;-0.00018743849560730027;2024-11-15 07:28:04
昨晚血库告急，珠海群众自发到献血站献血。世界破破烂烂，但总有人拼尽全力为我们缝缝补补一方有难，八方支援珠海加油寻美中国寻美广东珠海一男子驾车撞人致死;0.013477856511547799;2024-11-14 11:24:01
珠海一男子驾车撞人致死这又是啥原因报复社会;0.0003288914163421683;2024-11-14 18:33:07
珠海一男子驾车撞人致死条人命。最近几年极端案件怎么越来越多;2.4756335558085087e-05;2024-11-14 14:30:33
珠海一男子驾车撞人致死人多地方少去。多抬头看路，少低头玩手机。可是命运呐，谁又能说得清。;-0.0012804551028398044;2024-11-13 14:42:48
老天啊个人珠海一男子驾车撞人致死;0.00010224969237571183;2024-11-14 10:43:58
珠海一男子驾车撞人致死很遗憾，这里面竟也有我母亲的一位老熟人，老人家退休后在珠海帮儿女带孙子，晚上散个步的功夫人没了。人世间最无能的行径大概就是通过报复社会伤及无辜来掩盖自己的无能，这也大概也是人世间最大的恶吧。愿逝者安息，愿世间再无这样对悲剧;0.0026445747419896726;2024-11-14 08:17:19
珠海一男子驾车撞人致死珠海越野车冲撞市民致人死亡月日，广东珠海市公安局发布通报称，年月日时分许，珠海市体育中心内发生一起犯罪嫌疑人驾车冲撞锻炼市民的重大恶性案件，致人经抢救无效死亡、人受伤住院治疗暂无生命危险。犯罪嫌疑人仍在抢救中;4.915310139097719e-05;2024-11-14 01:01:42
珠海一男子驾车撞人致死应该好好查查他的社交平台看看是不是关注恨国党的博主;0.0007036839651628291;2024-11-13 22:43:46
珠海一男子驾车撞人致死微信群传的怎么已经开始男女对立了。;0.00926651787899892;2024-11-14 18:48:30
珠海一男子驾车撞人致死自己想死还拉上别人毁了不知道多少个家;-0.00021623667563118137;2024-11-14 14:08:12
什么情况？杭州一宝马路口连撞多人多车，有伤者倒路边，宝马车整个车身翻了过来。希望平安珠海汽车撞人网页链接;-0.00045775354766598334;2024-11-14 13:01:41
珠海一男子驾车撞人致死吗的，畜生，凌迟处死都不为过;0.0005760185076754195;2024-11-14 09:41:12
珠海一男子驾车撞人致死为什么要这样个人的生命，个家庭都被毁了;0.00025568971700156296;--------
珠海一男子驾车撞人致死离异财产分割不满就导致这么大的仇恨，而且伤害那么多无辜愿逝者安息，伤者早日走出痛苦;0.0003574510634160236;2024-11-15 09:29:02
珠海一男子驾车撞人致死讽刺。;0.004443764622865053;2024-11-13 22:55:18
珠海一男子驾车撞人致死我草太吓人了吧满大街的;1.550032022731313e-07;--------
珠海撞人的司机就是人渣;-0.0004343027310919857;2024-11-13 14:39:20
珠海蓄意撞人事件死，伤，伤亡惨重。这不是意外车祸，是谋杀。近年来已经发生不止一起这种冲撞无辜者的重特大事故。如果这些丧心病狂的人手里有枪那还得了？;-0.0004013850142957999;2024-11-13 15:18:13
珠海一男子驾车撞人致死是因为和前妻离婚财产分配，心生不满，造成人死亡，人受伤因为太怕痛的微博视频;0.010815044855277137;2024-11-13 23:47:28
珠海一男子驾车撞人致死所以我说生命很脆弱不要整天想着进老人院有没有机会进老人院都是一个很大的问题;1.8513480965776074e-05;--------
珠海一男子驾车撞人致死珠海警方通报一起重大恶性案件网传事情因果是这样的？自己不如意为何要危害别人？;-0.0008851411646682577;2024-11-13 22:36:18
珠海市民深夜自发排长队献血。珠海一男子驾车撞人致死;0.0035679562736277482;2024-11-13 20:08:07
珠海一男子驾车撞人致死天呢今天看新闻的时候震惊了，这上辈子是有多少人欠他的，造孽呀下辈子咋办;0.00023713845830616824;2024-11-13 20:01:18
珠海一男子驾车撞人致死可以直接枪毙;-0.00011504649303007511;2024-11-14 00:01:22
珠海一男子驾车撞人致死建议不要直接执行死刑要折磨它让它生不如死;0.002113553660159927;2024-11-13 15:07:30
珠海一男子驾车撞人致死以上老男人应该是最不稳定的因素吧，今年第多少起无差别人了？;1.1541380142156264e-05;2024-11-14 19:33:24
珠海一男子驾车撞人致死珠海这次太吓人了珠海这个事情以后，对车的控制也需要做一些管控，这一波在全国这么一开，确实以后少往人堆里挤，过马路得注意一下车辆;0.00041519064619965245;2024-11-13 22:55:25
珠海一男子驾车撞人致死死都便宜他了;-0.00015521687141358177;2024-11-13 22:36:07
严惩驾车撞人者守护生命安全这种人自己想，还要拉那么多垫背的，真的是毫无社会公德之心就应该死珠海一男子驾车撞人致死;0.002133526185170009;--------
珠海一男子驾车撞人致死看了打码和未打码的现场，太吓人了，受害者满地，救护车和医院都忙不过来;-8.882187421827494e-05;2024-11-13 14:44:07
我艹，太惨了珠海一男子驾车撞人致死;0.0019251216141765862;--------
珠海一男子驾车撞人致死这不比枪杀案更惨？感觉不止人。;3.833204139094983e-05;2024-11-13 14:44:54
珠海一男子驾车撞人致死大量珠海市民自发献血军武季的微博视频;0.0004888644963635715;2024-11-13 22:55:31
珠海一男子驾车撞人致死你主子给了你多少钱？再挑起对立试试？查看图片;-0.04504930492436579;--------
珠海驾车撞人事件：死，伤江苏东方之子的微博视频;0.00036635397124208874;2024-11-13 14:45:00
珠海一男子驾车撞人致死珠海一男子驾车撞人致死，这是昨天发生的事情，今天我到现在才知道。这要是换做其他的地方的话，我们的媒体或许新闻滚动跟踪挖料报道一整天了。;0.0009983607227841212;--------
珠海一男子驾车撞人致死天啊这畜生怎么恶毒成这样自己生活不如意就要害死这么多无辜的人;0.0003438601429187625;2024-11-14 08:40:32
珠海一男子驾车撞人致死个家庭支离破碎个受伤，现场惨不忍睹，细思极恐;0.0;2024-11-13 22:53:16
珠海一男子驾车撞人致死正在健步走的我看见这条新闻;-0.0015105837655487208;2024-11-14 20:23:24
珠海一男子驾车撞人致死无辜的平民百姓;-6.754368089207834e-05;2024-11-13 22:55:37
珠海一男子驾车撞人致死是因为和前妻离婚财产分配，心生不满，造成人死亡，人受伤全自動愛的微博视频;0.0011034679052568427;--------
珠海一男子驾车撞人致死卧槽。;0.0006609254200656723;2024-11-13 14:08:16
珠海一男子驾车撞人致死为无辜众死者哀。这仇视社会、迁怒无辜的人是怎样的日常？极端型人格是怎样造就出的？;0.00023886082264211393;--------
珠海一男子驾车撞人致死评论里怎么还有人怪上女的了？打拳把脑子打坏了，结局舒坦了;0.004661533582164645;2024-11-13 14:27:29
这次的事件太恶劣了，今天新闻联播的头条就是报道此事，希望从重严惩罪犯珠海汽车撞人严防发生极端案件南归孤夷的微博视频;-0.003574775519673434;2024-11-13 21:56:25
建议：以后所有车辆都应该强制安装自动智能驾驶系统和智能刹车系统。让所有车辆，一旦将撞人，立马紧急制动刹车停止，让坏人想撞人都没办法。珠海警方通报广东省委书记调集最强专家力量尽最大努力挽救生命月日晚，位于珠海市香洲区的珠海市体育中心发生驾车冲撞行人案件，造展开;0.0035278288034745592;2024-11-13 21:53:36
珠海一男子驾车撞人致死是人吗;-3.459797270655818e-06;2024-11-13 21:02:47
珠海一男子驾车撞人致死夺少？你告诉我夺少？？;0.0;2024-11-13 22:53:47
珠海一男子驾车撞人致死恶魔啊可怜了无辜的人;0.0001180935473490843;2024-11-14 06:11:31
珠海一男子驾车撞人致死这件事和女人的关系是？再造谣下次创得就是你哈;0.0071292781296593485;2024-11-13 22:22:28
珠海一男子驾车撞人致死支离破碎的可不止是个家庭;-1.4426632437387244e-05;2024-11-14 09:23:08
宇日俱曾超话宇日俱曾宇日俱曾未来可期宝宝们求踢踢昨天的珠海撞人事件就在我们家一公里外的地方，非常近啊啊，我还经常去那边。昨晚我家人还经过了那边，现在想真的特别后怕。各位小渔溪们也要保护好自己啊，大家都要平平安安。;0.0012583830420252278;2024-11-13 19:05:23
珠海汽车撞人好吓人;-4.260847189214182e-05;2024-11-14 09:01:02
珠海一男子驾车撞人致死男的沉迷赌博，几年前就离婚了，还能怪到离婚财产分割上面？;0.00018374268128716785;2024-11-15 09:11:06
珠海一男子驾车撞人致死别说因为女的哈。为啥不写上他长期赌博呢，为啥不写上曾经拿刀威胁前妻孩子呢。年就离婚了，年了，还因为女方呢;-0.0012272243819859588;2024-11-14 08:49:52
珠海一男子驾车撞人致死希望受伤的人能尽快治好，不要再有死亡了;-7.268960543146688e-05;2024-11-14 13:10:03
珠海一男子驾车撞人致死？？？开的火车吗;0.0002021169494158467;2024-11-14 10:55:22
视频都看不到了，只能说相当惨烈，如图上黄点所示，全是被撞的人。珠海一男子驾车撞人致死;-0.005894068971967319;2024-11-15 00:12:15
珠海一男子驾车撞人致死怎么会有人共情罪犯把责任推到法官和前妻身上啊有这种人的存在也挺恐怖的;-0.0004023061811442704;2024-11-15 12:37:03
珠海一男子驾车撞人致死我操。。。死刑都便宜他了;0.0003314224747617919;2024-11-14 16:21:54
珠海一男子驾车撞人致死岁已经过了年少冲动的年龄。为什么他的身上还有这么多的戾气？其实这里面有许多的事需要分析，也有非常多的洞可以去补一切都过去了，但亡羊补牢的事必须要做。;0.0004164454512627275;2024-11-15 16:08:44
珠海一男子驾车撞人致死玛德，死刑都便宜他了;-0.0026600093017117876;2024-11-15 11:05:38
珠海一男子驾车撞人致死老毕登，一刀一刀凌迟都不为过。畜生;0.0008980751451096849;2024-11-15 10:45:59
珠海一男子驾车撞人致死真的好吓人，视频我都不敢看完;0.00019321587950297094;2024-11-15 05:25:31
珠海一男子驾车撞人致死不管他有什么苦衷，他也不能随意剥夺他人的生命吧？而且还是条，这种话都能说的出口，真是可恨，如果这人中有你的家人，你还能这么包容，这么大度？;0.04434549746370988;2024-11-15 04:59:23
珠海一男子驾车撞人致死个人，个家庭。贝者徒并有暴力行为，且离婚年;-6.65776794537331e-05;2024-11-14 19:39:37
珠海一男子驾车撞人致死一般来说岁的人不是应该都基本变得很慈祥很淡定好人吗？？？？？？？？？？？？？？？;0.0001877180762066275;2024-11-14 17:51:18
珠海一男子驾车撞人致死无语，真的无语。另外，怎么还有人在追究肇事者之前经历了什么？有意义吗？赶紧让他立刻;-0.0006085920507996398;2024-11-14 14:07:53
珠海一男子驾车撞人致死无论是怎样的处罚也无法挽回生命的逝去;-9.749404155975042e-05;2024-11-14 13:23:29
珠海一男子驾车撞人致死这种人让他死都是便宜他，畜生都不如;0.00023868496995252386;2024-11-14 08:39:09
珠海一男子驾车撞人致死感觉这件事之后可能判决离婚更是慎之又慎了，很多女性又逃离不了魔窟了。;0.00021173673476699477;2024-11-14 05:30:45
珠海一男子驾车撞人致死太恶劣了令人痛心。;-0.000502659135397901;2024-11-14 01:14:54
珠海一男子驾车撞人致死自己的不满，拿别人的生命来泄愤，报复社会，导致这么多人死亡，对于肇事者来说，枪毙一万次都不为过，个人的背后就是个家庭，他们有什么错？;-0.0009222951432187527;2024-11-14 00:06:11
珠海一男子驾车撞人致死严惩;0.00026093873173366373;2024-11-13 20:00:55
珠海驾车撞人事件死伤周兆成律师的微博视频;0.0015552267347350394;2024-11-13 16:55:58
珠海一男子驾车撞人致死条人命啊;0.00023885471663786048;2024-11-13 22:37:25
