发布时间,url链接,发布者(帖子发布者),IP属地,帖子账号粉丝数,转发数,评论数,点赞数,文本,话题,一级账号粉丝数,用户名（评论用户）,评论属地,评论内容,评论时间,评论点赞数,标记（0代表一级，1代表二级）
2024-11-12 11:21:29,https://www.kuaishou.com/short-video/3xf2brbd56t5uw4,人民网,,13146561,,,1032043,习近平对广东珠海市驾车冲撞行人案件作出重要指示。,习近平对广东珠海市驾车冲撞行人案件作出重要指示。,,一切随缘，平安幸福,,愿每个人都平安无事,2024-11-12 12:04:34,,0
2024-11-12 11:21:29,https://www.kuaishou.com/short-video/3xf2brbd56t5uw4,人民网,,13146561,,,1032043,习近平对广东珠海市驾车冲撞行人案件作出重要指示。,习近平对广东珠海市驾车冲撞行人案件作出重要指示。,,缘分惹的祸094,,逝者安息🙏🙏,2024-11-12 11:29:23,,0
2024-11-12 11:21:29,https://www.kuaishou.com/short-video/3xf2brbd56t5uw4,人民网,,13146561,,,1032043,习近平对广东珠海市驾车冲撞行人案件作出重要指示。,习近平对广东珠海市驾车冲撞行人案件作出重要指示。,,爱你的小心星,,希望大家都平安,2024-11-12 11:33:40,,0
2024-11-12 11:21:29,https://www.kuaishou.com/short-video/3xf2brbd56t5uw4,人民网,,13146561,,,1032043,习近平对广东珠海市驾车冲撞行人案件作出重要指示。,习近平对广东珠海市驾车冲撞行人案件作出重要指示。,,王金荣，,,沉痛默哀🕯️,2024-11-12 11:33:26,,0
2024-11-12 11:21:29,https://www.kuaishou.com/short-video/3xf2brbd56t5uw4,人民网,,13146561,,,1032043,习近平对广东珠海市驾车冲撞行人案件作出重要指示。,习近平对广东珠海市驾车冲撞行人案件作出重要指示。,,求一个好心态,,悼念，默哀🙏🙏🙏,2024-11-12 15:23:44,,0
2024-11-12 11:21:29,https://www.kuaishou.com/short-video/3xf2brbd56t5uw4,人民网,,13146561,,,1032043,习近平对广东珠海市驾车冲撞行人案件作出重要指示。,习近平对广东珠海市驾车冲撞行人案件作出重要指示。,,随缘自在，何处留言,,逝者安息，默哀🙏🙏,2024-11-12 12:04:21,,0
2024-11-12 11:21:29,https://www.kuaishou.com/short-video/3xf2brbd56t5uw4,人民网,,13146561,,,1032043,习近平对广东珠海市驾车冲撞行人案件作出重要指示。,习近平对广东珠海市驾车冲撞行人案件作出重要指示。,,刘艳平（小燕）,,祈求都平安无事,2024-11-12 11:40:34,,0
2024-11-12 11:21:29,https://www.kuaishou.com/short-video/3xf2brbd56t5uw4,人民网,,13146561,,,1032043,习近平对广东珠海市驾车冲撞行人案件作出重要指示。,习近平对广东珠海市驾车冲撞行人案件作出重要指示。,,绪宝宝。,,默哀🙏🙏 🙏 🙏 🙏 🙏,2024-11-12 11:31:40,,0
2024-11-12 11:21:29,https://www.kuaishou.com/short-video/3xf2brbd56t5uw4,人民网,,13146561,,,1032043,习近平对广东珠海市驾车冲撞行人案件作出重要指示。,习近平对广东珠海市驾车冲撞行人案件作出重要指示。,,心语80721,,祈求平安,2024-11-12 11:55:34,,0
2024-11-12 11:21:29,https://www.kuaishou.com/short-video/3xf2brbd56t5uw4,人民网,,13146561,,,1032043,习近平对广东珠海市驾车冲撞行人案件作出重要指示。,习近平对广东珠海市驾车冲撞行人案件作出重要指示。,,啭身、看淡,,悼念逝者🙏,2024-11-12 15:22:45,,0
2024-11-12 14:00:41,https://www.kuaishou.com/short-video/3xh7xiik7tebsuc,环球网,,2703382,,,22212,习近平对广东珠海市驾车冲撞行人案件作出重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示,,唐山小胖纸,,沉痛哀悼🙏🙏逝者安息,2024-11-12 15:18:51,,0
2024-11-12 14:00:41,https://www.kuaishou.com/short-video/3xh7xiik7tebsuc,环球网,,2703382,,,22212,习近平对广东珠海市驾车冲撞行人案件作出重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示,,锦江小号.,,悼念逝者🙏🙏🙏默哀,2024-11-12 15:22:29,,0
2024-11-12 14:00:41,https://www.kuaishou.com/short-video/3xh7xiik7tebsuc,环球网,,2703382,,,22212,习近平对广东珠海市驾车冲撞行人案件作出重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示,,新81825,,逝者安息🙏🙏🙏,2024-11-12 15:22:35,,0
2024-11-12 14:00:41,https://www.kuaishou.com/short-video/3xh7xiik7tebsuc,环球网,,2703382,,,22212,习近平对广东珠海市驾车冲撞行人案件作出重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示,,绿水清山021,,悼念逝者🙏,2024-11-12 15:20:31,,0
2024-11-12 14:00:41,https://www.kuaishou.com/short-video/3xh7xiik7tebsuc,环球网,,2703382,,,22212,习近平对广东珠海市驾车冲撞行人案件作出重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示,,吼吼吼的小白。,,🙏🙏🙏🙏沉痛哀悼,2024-11-12 15:22:32,,0
2024-11-12 14:00:41,https://www.kuaishou.com/short-video/3xh7xiik7tebsuc,环球网,,2703382,,,22212,习近平对广东珠海市驾车冲撞行人案件作出重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示,,小仙女.（不碰感情）,,默哀，逝者安息，悼念,2024-11-12 15:19:12,,0
2024-11-12 14:00:41,https://www.kuaishou.com/short-video/3xh7xiik7tebsuc,环球网,,2703382,,,22212,习近平对广东珠海市驾车冲撞行人案件作出重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示,,红尘一笑5911,,注意安全，祈祷无事,2024-11-12 15:02:56,,0
2024-11-12 14:00:41,https://www.kuaishou.com/short-video/3xh7xiik7tebsuc,环球网,,2703382,,,22212,习近平对广东珠海市驾车冲撞行人案件作出重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示,,范文强-----,,安安全全，无灾无祸,2024-11-12 14:59:10,,0
2024-11-12 14:00:41,https://www.kuaishou.com/short-video/3xh7xiik7tebsuc,环球网,,2703382,,,22212,习近平对广东珠海市驾车冲撞行人案件作出重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示,,远方的家人，,,愿所有人都安全,2024-11-12 14:59:17,,0
2024-11-12 14:00:41,https://www.kuaishou.com/short-video/3xh7xiik7tebsuc,环球网,,2703382,,,22212,习近平对广东珠海市驾车冲撞行人案件作出重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示,,决斗。,,默哀🙏🙏🙏悼念，逝者安息,2024-11-12 15:22:11,,0
2024-11-12 12:21:04,https://www.kuaishou.com/short-video/3xwk6s9v46rnw84,海峡都市报,,36125,,,105,珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤,珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤,,不要让我们一起去看到你,,默哀，沉痛悼念,2024-11-12 15:25:14,,0
2024-11-12 12:21:04,https://www.kuaishou.com/short-video/3xwk6s9v46rnw84,海峡都市报,,36125,,,105,珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤,珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤,,渡你一生♡,,默哀,2024-11-12 15:25:11,,0
2024-11-12 12:21:04,https://www.kuaishou.com/short-video/3xwk6s9v46rnw84,海峡都市报,,36125,,,105,珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤,珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤,,遇见你不后悔的每一天,,悼念，默哀🙏🙏🙏,2024-11-12 15:25:09,,0
2024-11-12 12:21:04,https://www.kuaishou.com/short-video/3xwk6s9v46rnw84,海峡都市报,,36125,,,105,珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤,珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤,,转眼、时间陌路343,,🙏默哀🙏,2024-11-12 15:25:02,,0
2024-11-12 12:21:04,https://www.kuaishou.com/short-video/3xwk6s9v46rnw84,海峡都市报,,36125,,,105,珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤,珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤,,茉莉19427,,沉痛哀悼🙏🙏逝者安息,2024-11-12 15:24:56,,0
2024-11-12 12:21:04,https://www.kuaishou.com/short-video/3xwk6s9v46rnw84,海峡都市报,,36125,,,105,珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤,珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤,,美丽人生。。，，,,悼念🙏🙏🙏,2024-11-12 15:24:50,,0
2024-11-12 12:21:04,https://www.kuaishou.com/short-video/3xwk6s9v46rnw84,海峡都市报,,36125,,,105,珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤,珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤,,李海清！,,默哀🙏🙏沉痛悼念,2024-11-12 15:24:41,,0
2024-11-12 12:21:04,https://www.kuaishou.com/short-video/3xwk6s9v46rnw84,海峡都市报,,36125,,,105,珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤,珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤,,天使的翅膀，我来住,,默哀🙏🙏 🙏  ,2024-11-12 15:24:38,,0
2024-11-12 12:21:04,https://www.kuaishou.com/short-video/3xwk6s9v46rnw84,海峡都市报,,36125,,,105,珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤,珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤,,赵云（小飞）,,逝者安息，哀悼,2024-11-12 15:24:32,,0
2024-11-12 12:21:04,https://www.kuaishou.com/short-video/3xwk6s9v46rnw84,海峡都市报,,36125,,,105,珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤,珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤,,🌻🌻🌻🌼🌻🌻?..,,默哀，悼念🙏🙏🙏,2024-11-12 15:24:29,,0
2024-11-12 11:26:36,https://www.kuaishou.com/short-video/3xwxzx8f9rmfchk,中国新闻网,,7993703,,,212758,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示,,娜姐姐吖💕,,祈祷平安,2024-11-12 12:33:10,,0
2024-11-12 11:26:36,https://www.kuaishou.com/short-video/3xwxzx8f9rmfchk,中国新闻网,,7993703,,,212758,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示,,原地937,,祈祷一切都平安无事,2024-11-12 12:37:11,,0
2024-11-12 11:26:36,https://www.kuaishou.com/short-video/3xwxzx8f9rmfchk,中国新闻网,,7993703,,,212758,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示,,对自己好一点，我就是好男,,安全第一，平安无价,2024-11-12 12:29:11,,0
2024-11-12 11:26:36,https://www.kuaishou.com/short-video/3xwxzx8f9rmfchk,中国新闻网,,7993703,,,212758,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示,,初见的我818,,愿所有人都安全,2024-11-12 12:35:10,,0
2024-11-12 11:26:36,https://www.kuaishou.com/short-video/3xwxzx8f9rmfchk,中国新闻网,,7993703,,,212758,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示,,哈喽，，，，哈哈！！,,逝者安息🙏🙏,2024-11-12 12:39:21,,0
2024-11-12 11:26:36,https://www.kuaishou.com/short-video/3xwxzx8f9rmfchk,中国新闻网,,7993703,,,212758,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示,,未来的路只是同路走出,,祈祷所有人都平安回家,2024-11-12 12:39:11,,0
2024-11-12 11:26:36,https://www.kuaishou.com/short-video/3xwxzx8f9rmfchk,中国新闻网,,7993703,,,212758,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示,,放牛的小伙子。。,,祈求无事,2024-11-12 12:28:25,,0
2024-11-12 11:26:36,https://www.kuaishou.com/short-video/3xwxzx8f9rmfchk,中国新闻网,,7993703,,,212758,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示,,秋实的风雨,,安息,2024-11-12 12:28:18,,0
2024-11-12 11:26:36,https://www.kuaishou.com/short-video/3xwxzx8f9rmfchk,中国新闻网,,7993703,,,212758,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示,,狼神1569,,默哀🙏,2024-11-12 12:27:21,,0
2024-11-12 11:26:36,https://www.kuaishou.com/short-video/3xwxzx8f9rmfchk,中国新闻网,,7993703,,,212758,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示,习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示,,海上日日之王,,逝者安息🙏🙏🙏🙏🙏🙏🙏,2024-11-12 12:26:19,,0
2024-11-12 11:14:25,https://www.kuaishou.com/short-video/3xiqi3d8tw2q72e,四川观察,,1737726,,0.0,15422,2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。,2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。,,懵懂无知，无畏青年,,沉痛默哀🙏,2024-11-12 12:03:21,,0
2024-11-12 11:14:25,https://www.kuaishou.com/short-video/3xiqi3d8tw2q72e,四川观察,,1737726,,0.0,15422,2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。,2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。,,路遥9417,,希望都平安无事，生命无价,2024-11-12 11:47:10,,0
2024-11-12 11:14:25,https://www.kuaishou.com/short-video/3xiqi3d8tw2q72e,四川观察,,1737726,,0.0,15422,2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。,2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。,,等着我的人709,,愿每个人都平安,2024-11-12 11:45:11,,0
2024-11-12 11:14:25,https://www.kuaishou.com/short-video/3xiqi3d8tw2q72e,四川观察,,1737726,,0.0,15422,2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。,2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。,,挥泪的回忆，,,祈祷平安无事,2024-11-12 11:43:10,,0
2024-11-12 11:14:25,https://www.kuaishou.com/short-video/3xiqi3d8tw2q72e,四川观察,,1737726,,0.0,15422,2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。,2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。,,無名氏的小孩,,默哀🙏🙏🙏🙏逝者安息,2024-11-12 15:14:10,,0
2024-11-12 11:14:25,https://www.kuaishou.com/short-video/3xiqi3d8tw2q72e,四川观察,,1737726,,0.0,15422,2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。,2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。,,清华1896,,祈祷所有人都平安回家,2024-11-12 12:05:11,,0
2024-11-12 11:14:25,https://www.kuaishou.com/short-video/3xiqi3d8tw2q72e,四川观察,,1737726,,0.0,15422,2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。,2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。,,晴天的微笑，，，，,,默哀，逝者安息，悼念,2024-11-12 12:09:21,,0
2024-11-12 11:14:25,https://www.kuaishou.com/short-video/3xiqi3d8tw2q72e,四川观察,,1737726,,0.0,15422,2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。,2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。,,周明生375,,祈求平安,2024-11-12 11:51:10,,0
2024-11-12 11:14:25,https://www.kuaishou.com/short-video/3xiqi3d8tw2q72e,四川观察,,1737726,,0.0,15422,2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。,2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。,,夏未夏凉,,悼念,2024-11-12 11:45:21,,0
2024-11-12 11:14:25,https://www.kuaishou.com/short-video/3xiqi3d8tw2q72e,四川观察,,1737726,,0.0,15422,2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。,2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。,,周老四，,,🕯️🕯️🕯️🕯️🕯️🕯️,2024-11-12 11:57:21,,0
2024-11-12 12:23:10,https://www.kuaishou.com/short-video/3xdxt2eiyih4da2,大象新闻,,138816,,,1034,习近平对广东珠海市驾车冲撞行人案件作出重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示,,易燃易爆炸360,,希望都平安无事，生命无价,2024-11-12 15:01:34,,0
2024-11-12 12:23:10,https://www.kuaishou.com/short-video/3xdxt2eiyih4da2,大象新闻,,138816,,,1034,习近平对广东珠海市驾车冲撞行人案件作出重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示,,别闹，我有药药、,,愿平安回家,2024-11-12 14:59:00,,0
2024-11-12 12:23:10,https://www.kuaishou.com/short-video/3xdxt2eiyih4da2,大象新闻,,138816,,,1034,习近平对广东珠海市驾车冲撞行人案件作出重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示,,子豪妈妈-,,希望大家都平安,2024-11-12 15:04:24,,0
2024-11-12 12:23:10,https://www.kuaishou.com/short-video/3xdxt2eiyih4da2,大象新闻,,138816,,,1034,习近平对广东珠海市驾车冲撞行人案件作出重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示,,向前看向往事,,🙏默哀🙏,2024-11-12 15:21:20,,0
2024-11-12 12:23:10,https://www.kuaishou.com/short-video/3xdxt2eiyih4da2,大象新闻,,138816,,,1034,习近平对广东珠海市驾车冲撞行人案件作出重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示,,陈丽娜，，,,🙏 🙏 🙏 🙏 🙏 🙏 ,2024-11-12 15:22:39,,0
2024-11-12 12:23:10,https://www.kuaishou.com/short-video/3xdxt2eiyih4da2,大象新闻,,138816,,,1034,习近平对广东珠海市驾车冲撞行人案件作出重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示,,金鑫装饰（张勇）,,🙏🙏🙏默哀,2024-11-12 15:22:37,,0
2024-11-12 12:23:10,https://www.kuaishou.com/short-video/3xdxt2eiyih4da2,大象新闻,,138816,,,1034,习近平对广东珠海市驾车冲撞行人案件作出重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示,,小可耐的小可爱468,,默哀，沉痛悼念,2024-11-12 15:22:30,,0
2024-11-12 12:23:10,https://www.kuaishou.com/short-video/3xdxt2eiyih4da2,大象新闻,,138816,,,1034,习近平对广东珠海市驾车冲撞行人案件作出重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示,,老张头儿...,,🙏🙏🙏默哀🙏🙏🙏,2024-11-12 15:22:21,,0
2024-11-12 12:23:10,https://www.kuaishou.com/short-video/3xdxt2eiyih4da2,大象新闻,,138816,,,1034,习近平对广东珠海市驾车冲撞行人案件作出重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示,,只想要的人,,默哀🙏🙏🙏悼念，逝者安息,2024-11-12 15:22:18,,0
2024-11-12 12:23:10,https://www.kuaishou.com/short-video/3xdxt2eiyih4da2,大象新闻,,138816,,,1034,习近平对广东珠海市驾车冲撞行人案件作出重要指示,习近平对广东珠海市驾车冲撞行人案件作出重要指示,,彼岸花开时彼岸花已开,,悼念🙏默哀🙏🙏,2024-11-12 15:22:17,,0
2024-11-12 12:35:06,https://www.kuaishou.com/short-video/3x82n3dqexw47p9,普法君,,73492,,,494,习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法,习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法,,养猫少女969,,默哀🙏悼念,2024-11-12 15:21:39,,0
2024-11-12 12:35:06,https://www.kuaishou.com/short-video/3x82n3dqexw47p9,普法君,,73492,,,494,习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法,习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法,,凌儿，别,,悼念🙏🙏🙏,2024-11-12 15:22:15,,0
2024-11-12 12:35:06,https://www.kuaishou.com/short-video/3x82n3dqexw47p9,普法君,,73492,,,494,习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法,习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法,,一心随到你294,,走好🙏🙏🙏🙏🙏,2024-11-12 15:21:33,,0
2024-11-12 12:35:06,https://www.kuaishou.com/short-video/3x82n3dqexw47p9,普法君,,73492,,,494,习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法,习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法,,默笙、倾城,,默哀🙏,2024-11-12 15:22:24,,0
2024-11-12 12:35:06,https://www.kuaishou.com/short-video/3x82n3dqexw47p9,普法君,,73492,,,494,习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法,习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法,,芝麻开门---刘,,🙏🙏🙏🙏默哀,2024-11-12 15:22:30,,0
2024-11-12 12:35:06,https://www.kuaishou.com/short-video/3x82n3dqexw47p9,普法君,,73492,,,494,习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法,习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法,,王金莲，，，,,🙏🙏🙏默哀,2024-11-12 15:21:54,,0
2024-11-12 12:35:06,https://www.kuaishou.com/short-video/3x82n3dqexw47p9,普法君,,73492,,,494,习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法,习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法,,芳71294,,🙏🙏逝者安息，默哀,2024-11-12 15:21:43,,0
2024-11-12 12:35:06,https://www.kuaishou.com/short-video/3x82n3dqexw47p9,普法君,,73492,,,494,习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法,习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法,,雨后初晴9079,,悼念,2024-11-12 15:22:19,,0
2024-11-12 12:35:06,https://www.kuaishou.com/short-video/3x82n3dqexw47p9,普法君,,73492,,,494,习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法,习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法,,染七很乖。,,🙏🙏🙏哀悼,2024-11-12 15:22:42,,0
2024-11-12 12:35:06,https://www.kuaishou.com/short-video/3x82n3dqexw47p9,普法君,,73492,,,494,习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法,习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法,,闪耀的星星，,,🙏🙏逝者安息,2024-11-12 15:22:25,,0
