文本;群体情绪;时间
珠海一男子驾车撞人致死恶心死了让这种垃圾活那么大真是教育的失责;2.7569534120462854e-08;2024-11-13 09:55:29
珠海一男子驾车撞人致死天啦这么多人啊报复性社会吗？;1.0943065440627781e-06;2024-11-13 10:10:22
珠海一男子驾车撞人致死判罚不公这些都不是报复社会的理由;-2.9386415506371265e-07;2024-11-14 03:53:06
凌迟、脯刑、劓殄、剥皮、炮烙、车裂、断椎、灌铅因为有这么丧心病狂的凶手，所以觉得古代的所有极刑都适用于它。珠海一男子驾车撞人致死;0.00010116641156336928;2024-11-14 14:44:40
珠海一男子驾车撞人致死有些带节奏的不要太明显，跟法院前妻有什么关系啊？肇事者自己的无良行为别扯其他的好吗，真希望每天割他一万遍;-6.162067394144569e-07;2024-11-14 21:47:47
珠海一男子驾车撞人致死。这两天的珠海霸榜热搜了，一个是中国航展开幕大喜，一个是珠海汽车撞人大悲。人人都愿听大喜，都不愿大悲。这样的好日子，出现这样的恶性案件，实属痛心，这人太可恨了。陆战铁骑的微博视频;4.639203317154684e-06;2024-11-15 02:22:15
珠海汽车撞人昨天的事咱们今天才报道，外网媒体全都在说这事儿，那边还有展览，好多老外，感觉这事不简单，报复社会也没有见过这样的严查;6.092229573834301e-06;2024-11-15 02:27:17
珠海一男子驾车撞人致死艹畜牲恢复剐刑吧;-2.3229350644774517e-06;2024-11-15 02:32:16
珠海一男子驾车撞人致死乙亥月遗骸;-5.152029958250499e-06;2024-11-15 02:34:23
珠海一男子驾车撞人致死昨天看视频倒了一大片，条人命就这样没了这种人就该被凌迟生命不容亵渎，国法不容挑衅。凶手必须严惩愿逝者安息中时超话珠海汽车撞人;-4.869010564310824e-05;2024-11-15 03:37:32
珠海一男子驾车撞人致死真出生，老而不死是为贼，现在全社会都要给他买单，珠海市民连夜献血，这种人就该让他牢底坐穿历史这些事啊的微博视频;0.0003014433536025091;2024-11-15 06:27:06
珠海一男子驾车撞人致死此仙男值得一个全网开盒;-1.5752865621821948e-06;2024-11-15 08:24:21
珠海一男子驾车撞人致死人？？？？救命，这毁了多少人家啊，疯子，自己想死能不能别给社会添乱;1.0011613792249343e-05;2024-11-13 06:33:44
珠海一男子驾车撞人致死瞧不起这种人。;3.935783375391182e-06;2024-11-13 07:38:01
珠海一男子驾车撞人致死我以为是看错了，死了个啊昨天只知道发生重大事故，但没想到这么多人我靠这人简直畜生不如。;1.929378464387155e-06;2024-11-13 08:38:55
珠海一男子驾车撞人致死看到新聞就上來了，麻煩組織一下心理輔導輔導當日的在場人士以及死傷者的家人，拜託了這個數字不能再多了;4.131554864737557e-07;2024-11-13 08:43:25
珠海一男子驾车撞人致死岁了，你给他找一万个理由也没用，他能做出这事就是因为他烂他恶他垃圾微笑;4.730880989566382e-08;2024-11-13 09:54:03
珠海一男子驾车撞人致死楠的都有病，真的。;-4.529717675217849e-07;2024-11-13 10:54:50
珠海一男子驾车撞人致死广东珠海发生驾车撞人重大恶性案件，致死伤小强说的微博视频严惩驾车撞人者守护生命安全珠海驾车冲撞行人案伤者正全力救治;1.6712018609062555e-05;2024-11-14 11:32:36
珠海一男子驾车撞人致死？？？？？？？;-9.258344586607763e-07;2024-11-13 13:23:19
珠海一男子驾车撞人致死死。。。。。。;5.335121170309611e-07;2024-11-13 13:29:47
珠海一男子驾车撞人致死救他干嘛，他就得下去赔罪，他就是死了也得下十八层;-1.0856456625285524e-06;2024-11-13 13:44:37
珠海一男子驾车撞人致死外网全是视频，国内一个也看不见。。。记得前几年有个理发师也是故意撞人，过斑马线不停，撞死了几十个，后面也不了了之，没看见怎么处理。。。无语;-1.3141297857155887e-07;2024-11-13 13:47:54
珠海一男子驾车撞人致死如此残暴的报复社会，应该查明原因，然后千刀万剐;1.1892289543361744e-05;2024-11-13 13:53:34
珠海一男子驾车撞人致死这必须死刑，社会影响太恶劣了。报复社会的这种人真别让活着出来。愿逝者安息;1.3251818130900365e-05;2024-11-13 18:10:03
珠海一男子驾车撞人致死直接死刑;-2.1176708423466201e-07;2024-11-14 02:10:25
珠海一男子驾车撞人致死人生最怕这种无妄之灾，愿逝者安息，愿伤者平安;3.071943276574484e-05;2024-11-12 16:16:19
珠海一男子驾车撞人致死还有俩多月都过年了出这个事情这老头是不是有啥大病啊;-2.4243582445633893e-07;2024-11-12 23:50:27
珠海一男子驾车撞人致死这种人就该被诛九族;1.0234562173231413e-06;2024-11-12 23:50:39
珠海一男子驾车撞人致死现场视频真的好惨烈没有办法看下去这个人判死刑都不够;2.432594490327042e-06;2024-11-13 00:00:38
珠海一男子驾车撞人致死默哀。希望经济快点好起来，大家都安居乐业。希望这样的悲剧不要再发生。;6.748549509589902e-05;2024-11-13 01:22:18
珠海一男子驾车撞人致死疯了，别让他轻易死了好吗;-9.899138260968188e-07;2024-11-13 01:29:56
珠海一男子驾车撞人致死。。。。个家庭;5.06997612901995e-07;2024-11-13 01:54:29
珠海一男子驾车撞人致死这是什么东西啊，都不能被称作人啊;-7.64603086811278e-07;2024-11-13 01:58:14
珠海一男子驾车撞人致死中华男性魅力时刻;1.0516774680599236e-06;2024-11-13 03:45:11
珠海一男子驾车撞人致死能不能让他也体会一下被车碾压冲撞一百次那种的痛苦，再让他死去的那种死刑啊;2.501550042626883e-06;2024-11-13 04:39:38
珠海一男子驾车撞人致死我草泥马真是疯子;-1.7295891869007152e-08;2024-11-13 04:59:39
珠海一男子驾车撞人致死什么？？？;1.3076260867207488e-07;2024-11-13 05:04:30
珠海一男子驾车撞人致死适当重启极刑，以示警戒;-5.851043752894517e-06;2024-11-13 05:25:45
珠海一男子驾车撞人致死个人死、多个人伤凶手真的伤心病狂这都不算随机事件，这算袭击了大家现在都要提高警惕啊，太吓人了;3.944891480814508e-06;2024-11-13 07:13:10
珠海一男子驾车撞人致死妈呀，太惨了，这可是个家庭啊，愿一路走好，伤着早日康复，还有一定要严惩肇事者;-2.7600899872514286e-05;2024-11-13 08:56:55
珠海一男子驾车撞人致死个人天呐自己死还不行非要牵扯这么多无辜的人;-7.601815551071995e-08;2024-11-13 09:15:16
珠海一男子驾车撞人致死听说是几岁的老头子因离婚报复社会？？？;-6.890221589079185e-07;2024-11-13 10:51:32
珠海汽车撞人应该当场了结了这种人，多活一秒都浪费空气;2.1738824424024195e-06;2024-11-13 10:56:21
珠海一男子驾车撞人致死依法严惩凶手太令人痛心了。;0.0;2024-11-13 11:00:01
珠海一男子驾车撞人致死真的太过分了多少人出来散步运动的变成了家庭悲剧;-2.0765848215740796e-06;2024-11-13 11:04:32
珠海大量市民自发献血，血站排起长队珠海一男子驾车撞人致死爱国青年刘战神的微博视频;2.277976221382072e-08;2024-11-13 11:09:04
珠海一男子驾车撞人致死这种人死刑都是便宜啊，慢慢折磨死他都不解气;2.5178606976634654e-07;2024-11-13 11:14:22
珠海一男子驾车撞人致死到底是什么人在共情这个凶手啊这纯纯报复社会啊，五马分尸都便宜他了;1.3271866711576122e-05;2024-11-13 11:28:48
珠海一男子驾车撞人致死昨晚看了现场视频，一地都是，晚上车铃响了一晚，本地人纷纷去献血;4.3832411791725333e-07;2024-11-13 11:37:07
珠海汽车撞人珠海日晚发生驾车冲撞市民重大恶性案件：人死亡人受伤追波逐影的微博视频;3.169821128844859e-07;2024-11-14 00:11:48
珠海一男子驾车撞人致死这是有多可恨，自己不想活，也不让别人活;-1.920962389560546e-06;2024-11-14 13:59:56
珠海一男子驾车撞人致死这种男的真的死了都不可惜，但是又不能让他真的死了，毕竟条命;1.397195487631056e-06;2024-11-15 10:37:34
珠海一男子驾车撞人致死请阎王爷把这个人反复下油锅吧;3.437726098051356e-06;2024-11-14 05:31:01
珠海一男子驾车撞人致死？？？;6.687548548948307e-09;2024-11-14 05:34:28
珠海一男子驾车撞人致死老出生自己六十多了死一万次都不足惜，这么多条命就白白没有了，真冤啊;2.085290799859836e-05;2024-11-14 07:38:32
珠海一男子驾车撞人致死;5.554749454929256e-07;2024-11-14 08:08:20
珠海一男子驾车撞人致死太吓人了以后不敢靠近珠海了啊;-5.45611650477012e-07;2024-11-14 08:23:24
珠海一男子驾车撞人致死珠海警方通报一起重大恶性案件秦人肖评月日时分许，珠海发生一起驾车冲撞市民重大恶性案件。日，珠海市公安局发布警情通报，案件致人死亡，人受伤。;-5.13654705160284e-07;2024-11-14 13:56:51
珠海一男子驾车撞人致死逝者安息;-2.1345898777627701e-07;2024-11-13 19:44:32
珠海一男子驾车撞人致死？？？？人死亡。。。。我靠。。。;4.986663361148654e-06;2024-11-14 01:41:52
珠海一男子驾车撞人致死太畜生珠海发生一起驾车冲撞市民重大恶性案件。日，珠海市公安局发布警情通报，案件致人死亡，人受伤。;5.462931128926245e-07;2024-11-14 01:49:51
珠海一男子驾车撞人致死基本都是中老年;-8.592044270581178e-07;2024-11-14 02:23:01
珠海一男子驾车撞人致死这种人死不足惜可怜了那些被他撞的;7.501533537772737e-08;2024-11-14 02:26:16
珠海一男子驾车撞人致死无论什么理由，什么借口，在什么时代，什么国家，疯狂报复社会的行为，都让人不耻，必须严惩;9.229446572337795e-06;2024-11-14 10:50:20
珠海一男子驾车撞人致死那晚现场有一开直播的女的，说运气好赶上了。也是个丧心病狂的主，这人是不是得抓起来？;-5.595708401598312e-08;2024-11-14 12:52:50
死伤凶手太狠了，撞亖了这么多人凭什么就要剥夺别人的人生，还自残，他也知道自己没脸吗珠海汽车撞人;4.415525834418868e-05;2024-11-15 00:19:28
珠海一男子驾车撞人致死天哪这么恐怖凌迟吧;1.8645070616966336e-06;2024-11-15 08:12:13
珠海一男子驾车撞人致死人怎么会坏成这样，自己对离婚后财产分割不满就报复社会;-3.0305277748569003e-07;2024-11-15 16:37:25
珠海一男子驾车撞人致死为什么会有这种人;3.64775615303217e-07;2024-11-14 01:52:35
珠海一男子驾车撞人致死我请问跟离婚有啥关系？要前妻负责，没把前夫管好？把前夫逼疯？;8.041581793961186e-06;2024-11-14 02:05:20
珠海一男子驾车撞人致死任何利用这件事来打的一律视为杂种和境外首都网警;0.00017813484472084187;2024-11-14 02:07:42
珠海一男子驾车撞人致死珠海警方通报一起重大恶性案件月日时分许，珠海发生一起驾车冲撞市民重大恶性案件。日，珠海市公安局发布警情通报，案件致人死亡，人受伤;4.628199979841866e-06;2024-11-14 02:45:48
珠海一男子驾车撞人致死个人无论是什么原因这人都真该死真可恨;1.7955930549277918e-06;2024-11-14 03:18:17
广东珠海再通报体育中心撞人事件：致人死亡、人受伤广东珠海再通报体育中心撞人事件：致人死亡、人受伤;-5.253554626732185e-07;2024-11-14 03:19:36
珠海乱撞人事件，人死亡，这是重大恶性事件我倒要看看这个凶手到底是啥玩意儿;-2.016651350516932e-06;2024-11-14 03:38:38
卧槽，珠海汽车撞人事件导致人死亡，人受伤冤有头债有主，觉得离婚财产分配不公，干嘛报复普通群众？这导致多少个家庭破碎啊珠海一男子驾车撞人致死;2.3249600946234616e-06;2024-11-14 03:58:34
珠海警方通报一起重大恶性案件月日时分许，珠海发生一起驾车冲撞市民重大恶性案件。日，珠海市公安局发布警情通报，案件致人死亡，人受伤。珠海一男子驾车撞人致死;-1.0176098700348794e-06;2024-11-14 04:03:09
珠海警方通报昨晚的珠海体育中心汽车冲撞人群事件：撞人事件致人死亡，人受伤珠海一男子驾车撞人致死;1.8047595586722905e-07;2024-11-14 04:17:55
珠海体育中心撞人事件，人死亡，还有人受伤特么的，这老逼登真该死珠海警方通报一起重大恶性案件珠海体育中心撞人司机已被控制;-9.645437022651298e-05;2024-11-14 04:20:00
珠海一男子驾车撞人致死死？？？魔鬼在人间;1.3087948473017054e-06;2024-11-14 04:21:01
珠海警方通报体育中心撞人事件人死亡，人受伤，你到底想干嘛？害了多少家庭啊这种人怎么判都不嫌重;5.283338194338062e-06;2024-11-14 04:26:35
珠海汽车撞人致死伤凶手太狠了，撞死了这么多人;4.448460158487133e-06;2024-11-14 04:41:34
珠海这么大的事昨天一点消息都没有。因对离婚财产分割不满，开车冲撞体育场里锻炼的人，造成人死，人伤。就算对财产分割不满，冤有头债有主，这些无辜的人招谁惹谁了。珠海一男子驾车撞人致死;-3.1008582908071846e-05;2024-11-14 04:41:55
珠海撞人感觉是是彩云案的升级版，从冤有头债有主到滥杀无辜贝勒王天哪，死伤这么多;1.8351247541929382e-06;2024-11-14 04:47:10
珠海发生驾车冲撞市民重大恶性案件：人死亡、人受伤珠海一男子驾车撞人致死年月日时分许，珠海发生一起驾车冲撞市民重大恶性案件。日，珠海市公安局发布警情通报，案件致人死亡，人受伤。详情如下;2.4912391185279934e-05;2024-11-14 04:59:57
珠海一男子驾车撞人致死昨天珠海体育中心那糟心事，官方刚刚出通报了死，伤;1.3428118618162677e-06;2024-11-14 05:11:58
珠海警方通报体育中心撞人事件这种反人类、无差别的人渣配得上死刑但我猜不会法治对恶人更友善;1.008119287948979e-05;2024-11-14 05:25:08
发生什么事情了？珠海警方通报体育中心小车撞人事件;3.5869168383607312e-06;2024-11-14 05:27:08
珠海体育中心撞人司机已被控制珠海警方通报体育中心事故：一小汽车撞倒多名行人后逃逸，岁男子被控制;8.27885168099053e-06;2024-11-14 05:45:32
珠海体育中心撞人司机已被控制惊魂未定啊珠海体育中心那事儿，大家听说了吧？司机撞人后想跑？没门儿警察蜀黍迅速出手，一下就把他给控制住了。这速度，简直比飙车还刺激给咱们珠海的警察点个赞，有他们在，咱们就放心啦大家出行也要注意安全哦珠海警事;3.1946252476806965e-06;2024-11-14 06:13:00
珠海撞人事件;-2.9833406563092966e-06;2024-11-14 06:14:11
珠海驾车撞人司机已被控制就这样限流;2.147864771146984e-06;2024-11-14 06:37:29
刷到珠海撞人事件群友直播米国特警追捕她邻居（？（说是因为拘捕逃回来的混乱才是常态啊;-4.531262600956855e-07;2024-11-14 06:40:41
灵灵看世界：突发珠海撞人事件性质恶劣珠海撞人事件性质恶劣必须引起高度警惕，形成群防群治珠海发生一起驾车撞人逃逸事件微博时事珠海超话灵灵看世界的微博视频;3.4666241663482993e-06;2024-11-14 06:49:28
回复邓巴中尉谁不知道香洲区？我说让你把撞人地方的定位发一下邓巴中尉回复师妹的号避风港珠海市香洲区;-0.00017389978171804043;2024-11-14 07:17:08
大庆中级法院超话珠海警方通报驾车撞倒多人事件珠海驾车撞人司机已被控制月日，珠海市公安局香洲分局发布警情通报（中国新闻网）;3.082852546383732e-06;2024-11-14 08:10:09
看到珠海那个撞人视频了，听说是报复社会自己过得不顺为啥要拉无辜的人？;3.1417559023382347e-06;2024-11-14 08:47:04
月日晚，珠海公安发布警情通报珠海警方通报体育中心小车撞人事件，司机已被控制警情通报;-1.7065825687545297e-06;2024-11-14 08:48:26
珠海警方通报驾车撞倒多人事件珠海驾车撞人司机已被控制月日，珠海市公安局香洲分局发布警情通报;1.3801560257003161e-05;2024-11-14 09:20:29
珠海珠海明天航展开幕，今晚珠海体育中心有人捣乱，开车撞人，岁，老家伙了干这种伤天害理的事情。;4.701898871037333e-05;2024-11-14 10:10:16
珠海警方通报驾车撞倒多人事件珠海驾车撞人司机已被控制月日，珠海市公安局香洲分局发布警情通报（中国新闻网）;8.270860236138855e-08;2024-11-14 12:16:22
珠海公安通报一起驾车撞人逃逸警情。;4.852635696004719e-06;2024-11-14 13:05:25
看视频太吓人了，严惩肇事者珠海体育中心珠海航展珠海一男子驾车撞人致死;-6.288439831767302e-06;2024-11-14 14:56:06
广州正佳撞人我在广州，珠海今天撞人我在珠海唉;1.577182952327872e-06;2024-11-14 15:58:28
珠海发生驾车冲撞市民重大恶性案件：35人死亡43人受伤;1.758415307695822e-05;2024-11-14 16:33:31
习近平对广东珠海市驾车冲撞行人案件作出重要指示。@快手热点(O3xddgkd5fav5if9) @快手普法(O3xf8akief9qng7w) # #法律  #法治社会 #史利伟公益普法;5.648026868483187e-05;2024-11-14 17:29:27
通报：珠海驾车冲撞市民重大恶性案件造成35人死亡，43人受伤;0.0002284513593415556;2024-11-15 06:43:10
珠海驾车冲撞市民重大恶性案件造成35人死亡、43人受伤;0.000338641175593839;2024-11-15 06:44:25
习近平对广东珠海市驾车冲撞行人案件作出重要指示。  ;0.00024974301921757975;2024-11-15 06:54:21
#珠海市驾车冲撞行人案件伤者正在全力救治，43人受伤仍在院治疗;-0.0002992027041173385;2024-11-15 06:57:03
11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。;6.158174976182958e-06;2024-11-15 08:22:54
珠海11日晚发生驾车冲撞市民重大恶性案件：35人死亡，43人受伤   ;0.01955826477378635;2024-11-15 11:40:11
珠海驾车冲撞市民重大恶性案件造成35人死亡，43人受伤;0.00039339498720087555;2024-11-15 13:54:48
广东珠海一男子驾车撞倒多人后逃逸，警方通报：伤者已送医，涉事司机已被控制（来源：珠海市公安局香洲分局 制作：卢思露） #逃逸  #撞人  #交通  #通报;0.0001585224121577745;2024-11-15 14:44:47
珠海警方通报 驾车冲撞行人案件 已造成35人死亡 43人重伤;0.0002539563286914855;2024-11-15 15:13:15
【35人死亡 43人受伤！ #珠海发生驾车冲撞市民重大恶性案件  】2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。（珠海市公安局）;0.0006795239875465383;2024-11-15 03:39:29
广东珠海发生驾车撞人重大恶性案件，致35死43伤。;0.0001629869203097259;2024-11-15 04:41:06
广东珠海发生驾车撞人重大恶性案件，致35死43伤;4.7738754450086066e-05;2024-11-15 04:43:55
2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。公安机关组织民警迅速到场，将嫌疑人樊某（男，62岁，离异）当场控制。樊某在车上持刀自残，目前仍在救治中。初步查明，案件系樊某对其离婚后财产分割结果不满而引发。 #警情通报;6.493044692001022e-06;2024-11-15 06:10:10
致35死43伤！珠海通报62岁男子驾车冲撞市民重大恶性案件;0.0030993645748404156;2024-11-15 07:43:36
珠海驾车冲撞市民重大恶性案件造成35人死亡43人受伤，据警方通报，初步查明，案件系樊某对其离婚后财产分割结果不满而引发。#本地民生资讯;8.281077961051636e-05;2024-11-15 10:03:52
#珠海  11日晚发生驾车冲撞市民重大恶性案件：35人死亡43人受伤 #权威发布;1.833551676774935e-05;2024-11-15 11:46:32
珠海11日晚发生驾车冲撞市民重大恶性案件：35人死亡，43人受伤。;3.4924371574447575e-05;2024-11-14 23:19:20
11月12日据南方日报，珠海撞人案伤者救治情况披露：国家级专家团11人、省内专家30多名已赴珠海指导；全市5家医院300多名医护人员全力投入抢救工作。;0.002337389764547095;2024-11-15 01:58:11
#珠海警方通报  一起重大恶性案件 #社会新闻;2.0456476345203284e-05;2024-11-15 01:58:44
11月13日西安晚报来啦～ #本地新闻;-2.9354325204013662e-06;2024-11-15 01:59:57
习近平对广东珠海市驾车冲撞行人案件作出重要指示强调，全力救治伤员，依法严惩凶手，加强风险源头防控，严防发生极端案件。（来源：央视新闻）一审：王盼琛 二审：李有余 三审：潘登;4.1090981846409875e-05;2024-11-15 02:06:16
#珠海  一汽车冲撞行人逃逸，62岁肇事司机被警方控制！热心市民深夜排队献血;0.0003731981067498895;2024-11-15 02:20:13
珠海驾车冲撞市民重大恶性案件造成35人死亡 43人受伤   #社会新闻  #老百姓关心的话题;7.201667121220197e-05;2024-11-15 02:57:13
11月12日，广东珠海，珠海警方发布珠海驾车冲撞市民重大恶性案件警情通报：案件致35人死亡，43人受伤。公安机关经综合现场勘查、视频监控、证人证言和电子证据等情况，初步查明，案件系樊某对其离婚后财产分割结果不满而引发。;1.8786330489308144e-05;2024-11-15 03:10:20
35人死亡 43人受伤 珠海11日晚发生驾车冲撞市民重大恶性案件 #珠海  #珠海警方通报一起重大恶性案件   #珠海体育中心  #必须严惩坏人  @快手创作者中心(O3xrgtux2ehryffe) ;0.00023906264901825148;2024-11-15 09:34:22
【#珠海警方通报驾车撞倒多人事件#】#珠海驾车撞人司机已被控制# 11月11日，珠海市公安局香洲分局发布警情通报;4.658968242678905e-06;2024-11-14 14:30:26
广东珠海驾车撞人事件造成35人死亡43人受伤;6.365725732764597e-05;2024-11-14 15:16:40
11月12日，警方通报珠海发生一起驾车冲撞市民重大恶性案件，致35死43伤;6.33343946198755e-05;2024-11-14 15:32:24
习近平对广东珠海市驾车冲撞行人案件作出重要指示强调，全力救治伤员，依法严惩凶手，加强风险源头防控，严防发生极端案件。（转自：央视新闻）;0.007464762962325632;2024-11-14 15:48:40
珠海驾车冲撞市民重大恶性案件造成35人死亡 43人受伤（来源：央视新闻） ;0.0004604165136299599;2024-11-14 15:53:18
警方通报珠海重大恶性案件;0.00010564959845214483;2024-11-14 15:58:42
珠海11日晚发生驾车冲撞市民重大恶性案件：35人死亡，43人受伤;0.007852454287838376;2024-11-14 16:20:35
珠海11日晚发生驾车冲撞市民重大恶性案件：35人死亡，43人受伤。 #突发事件;0.001239528425685563;2024-11-14 16:24:04
2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。（来源丨人民日报）;0.0011596663939148673;2024-11-14 16:32:28
突发！致多人受伤！珠海发生驾车撞人逃逸事件，肇事司机已被警方控制。（来源：珠海公安，编辑：曹梓俊） #突发  #警情通报  #珠海;2.2221698052899537e-05;2024-11-14 16:43:47
广东珠海发生驾车撞人重大恶性案件 致35死43伤 #社会新闻  #重大案件;3.81904555582111e-05;2024-11-14 16:53:09
珠海驾车冲撞市民重大恶性案件造成35人死亡 43人受伤;-0.00013160522466526268;2024-11-14 17:20:51
珠海11日晚发生驾车冲撞市民重大恶性案件 35人死亡 43人受伤 #事故;-1.0763252574815853e-05;2024-11-14 18:56:54
"珠海11日晚发生驾车冲撞市民重大恶性案件：35人死亡，43人受伤。
视频来源：央视新闻";7.490219401485055e-05;2024-11-14 19:16:08
2024年11月11日19时48分许，珠海发生一起驾车冲撞市民重大恶性案件。12日，珠海市公安局发布警情通报，案件致35人死亡，43人受伤。;4.9420039888808685e-06;2024-11-14 19:20:08
珠海11日晚发生驾车冲撞市民重大恶性案件：35人死亡 43人受伤;0.00017281970121916043;2024-11-14 20:57:07
警情通报：珠海驾车冲撞市民重大恶性案件造成35人死亡 43人受伤;0.0005561047788330364;2024-11-15 00:25:18
珠海警方通报一起驾车冲撞市民重大恶性案件：35人死亡 ，43人受伤！;4.4726670075136525e-06;2024-11-15 00:25:48
珠海警方通报一起重大恶性案件，62岁男子驾车冲撞市民，致35人死亡43人受伤;1.958703413701754e-05;2024-11-15 04:38:23
珠海警方通报一起重大恶性案件，已致35人死亡，43人受伤#车祸 #恶性案件;8.459237689223695e-05;2024-11-15 06:01:15
珠海警方通报：11日晚发生驾车冲撞市民重大恶性案件，致35人死亡43人受伤。;2.248641794332367e-05;2024-11-15 14:13:10
珠海警方通报体育中心小车撞人事件;2.455146613400099e-05;2024-11-15 16:07:55
"珠海发生一起驾车撞人逃逸事件， 肇事司机已被警方控制。


（来源：央视新闻）";0.00030766129173152303;2024-11-15 16:08:12
珠海发生驾车冲撞市民重大恶性案件 已致35人死亡43人受伤 #珠海 #冲撞 #恶性案件 #社会 ;0.0034121301267296105;2024-11-15 13:52:06
广东：全力以赴做好伤员救治和调查处置工作，举一反三开展问题排查整治。#珠海一男子驾车撞人致35死 #男司机冲撞人群 #珠海男司机冲撞人群 #珠海警方通报一起重大恶性案件;0.0005495854759936753;2024-11-14 14:16:06
珠海警方通报“樊某驾车冲撞锻炼市民重大恶性案件”：致35人经抢救无效死亡、43人受伤住院治疗;3.047897521520191e-06;2024-11-15 00:50:43
习近平对广东珠海市驾车冲撞行人案件作出重要指示。;-0.012296037591115189;2024-11-15 02:50:39
#珠海  #警情通报  #突发  2024年11月11日19时48分许，一辆小汽车在珠海市香洲区体育中心撞倒多名行人后驾车逃逸。警方接报后迅速派员到场处置，并协助将伤者送往医院救治。目前，司机樊某（男，62岁）已被警方控制，相关调查处置工作正在加紧进行中。;1.3256190017524332e-05;2024-11-12 14:52:54
汽车冲入体育中心撞倒多人后逃逸，警方通报：肇事司机已被控制;0.00021194903624747045;2024-11-12 15:06:03
珠海11日晚发生驾车冲撞市民重大恶性案件：35人死亡43人受伤。;-0.0004006865390381124;2024-11-13 00:33:40
一辆小汽车撞倒多名行人后逃逸，珠海警方通报：司机已被控制;2.694211615609251e-05;2024-11-13 04:47:13
珠海一辆小汽车撞倒多名行人后驾车逃逸 警方通报：司机已被控制;4.017496375977066e-06;2024-11-13 05:02:53
男子驾车撞倒多人后逃逸 珠海警方通报：62岁司机已被控制;-7.485352927061491e-05;2024-11-13 05:13:51
十大消息来了 #高勋说新闻 #珠海 #有用内容创作计划 @快手热点(O3xddgkd5fav5if9);0.0016209234226655723;2024-11-13 05:15:01
珠海警方通报体育中心事故：汽车撞倒多名行人后逃逸 62岁男子被控制;-2.0169159375362733e-06;2024-11-13 05:34:38
【 #62岁男子驾车撞倒多人后逃逸，珠海警方通报】11月11日，珠海市公安局香洲分局通报：2024年11月11日19时48分许，一辆小汽车在珠海市香洲区体育中心撞倒多名行人后驾车逃逸。警方接报后迅速派员到场处置，并协助将伤者送往医院救治。目前，司机樊某(男，62岁)已被警方控制，相关调查处置工作正在加紧进行中。（珠海公安）;0.0005821195877499008;2024-11-13 05:37:06
11月11日 警方通报珠海一男子驾车撞倒多人 肇事司机已控制;5.389682024174682e-06;2024-11-13 05:54:54
珠海大量市民深夜自发排队献血;0.0001504414837706163;2024-11-13 09:02:01
警方通报小汽车在珠海市香洲区撞倒多名行人后驾车逃逸;2.552683608408134e-05;2024-11-13 11:01:39
62岁男子驾车撞倒多名行人后逃逸，珠海警方通报：司机已被控制;3.415653796237674e-07;2024-11-13 11:27:29
细节关乎安全，开车时分心，这些小动作可能肇事肇祸！ #文明交通携手共创  #交通安全  #分心驾驶;-3.180051897101621e-05;2024-11-13 12:11:58
近日，广东广州，劳斯莱斯女车主被曝疑似撞车事故是“剧本”，警方回应：该案已移交交警支队处理 #劳斯莱斯  #女司机   ;9.584984611849911e-06;2024-11-14 14:50:52
两司机路怒斗气扭打致1人死亡 3被告获刑：母亲拉架时被推倒后遭碾压 #路怒  #车祸;2.5767064169375602e-06;2024-11-14 21:35:37
最高检：依法从重从严惩治重大恶性犯罪（编辑：王慧君） #法律  #珠海  #交通安全  ;-0.00026076425556395013;2024-11-13 04:37:01
超车不规范，致四车相撞。@湖州公安;1.5323599702887795e-05;2024-11-13 04:55:39
今天是2024年11月13日，交口新闻早班车来了！;-1.4677162602005196e-06;2024-11-13 05:54:59
珠海警方通报一起重大恶性案件;1.4443156225688485e-05;2024-11-13 06:27:45
事故预防|过路口都还在玩手机 当场撞飞电动车 #事故预防  #分心驾驶 ;-1.027401382140511e-05;2024-11-13 07:02:28
运气还是车技?失控小车横穿繁忙7车道，却丝毫没有撞毁任何物品......;-0.0;2024-11-13 07:32:08
习近平对广东珠海市驾车冲撞行人案件作出重要指示强调，全力救治伤员，依法严惩凶手，加强风险源头防控，严防发生极端案件。;1.0;2024-11-13 08:37:45
习近平对广东珠海市驾车冲撞行人案件作出重要指示强调 全力救治伤员 依法严惩凶手 加强风险源头防控 严防发生极端案件 李强作出批示;0.017572543491141904;2024-11-13 12:46:23
最高检：依法严惩重大恶性犯罪，加强风险源头防控，全力保障人民群众生命安全和社会稳定;0.0006184927037452447;2024-11-13 17:19:35
珠海市委常委会召开会议 深入贯彻落实习近平总书记重要指示精神 以对党和人民高度负责的态度全力以赴推进处置调查各项工作 向撞人案遇害群众默哀;0.0014630912639321035;2024-11-13 17:21:12
公安部：依法严惩珠海市驾车冲撞行人案件凶手，总结推广“红枫义警”，“朝阳群众”等好经验;0.0007186228072172525;2024-11-13 19:20:29
