发布者;IP属地;帖子账号粉丝数;转发数;评论数;点赞数;文本;话题;一级账号粉丝数;用户名;评论属地;评论内容;评论时间;评论点赞数;主题相似度;标记
RT;;31;72;15;155;The Japanese continue to protest against the release of nuclear wastewater from Fukushima. Concerned about the future of the Japanese fishing industry, they claim that 'even if treated, contaminated water is still contaminated water';;0;ナジャ;;The Japanese government must be arrested immediately. They're terrorists;2023-09-13;4;0.0002365026156041;0
